Company,Branch_name,Branch_id,Coordinates,Address
MOTORBELLE,ILOILO,MI021,"122.5617307, 10.6972558","MHW6+WCH, Delgado St, Iloilo City Proper, Iloilo City, 5000 Iloilo"
MOTORBELLE,KORONADAL,MK022,"124.85384837976135, 6.491191960056046","FV4M+6P4 Koronadal City, South Cotabato"
MOTORBELLE,LEGAZPI,ML023,"123.7498577, 13.1421425","DOOR NO.1, JAMORA SUBDIVISION CORNER RIZAL STREET, CABANGAN, LEGAZPI CITY"
MOTORBELLE,LIGAO,ML025,"123.5447244, 13.2385236","Mckinley St., Calzada National Hwy, Ligao, Albay"
MOTORBELLE,LUCENA,ML027,"121.6128295, 13.9380318","Old Manila, South Road, Lucena, 4301 Quezon"
MOTORBELLE,"LAS PIÑAS",ML064,"120.9696262, 14.460373","90 Alabang–Zapote Rd, Las Piñas, 1740 Metro Manila"
MOTORBELLE,MAKATI,MM028,"121.0070898, 14.5579311","97 Gil Puyat Avenue corner South Super Highway, Palanan, Makati, Metro Manila"
MOTORBELLE,MANDAUE,MM029,"123.9477157, 10.3308079","Lumadas Building, 292 A. C. Cortes Ave, Alang - Alang, Mandaue City, 6014 Cebu"
MOTORBELLE,MARIKINA,MM030,"121.1107775, 14.6507437","88 Bayan-Bayanan Ext, Marikina, 1807 Metro Manila"
MOTORBELLE,MASBATE,MM031,"123.5499531, 12.3597625","9G5X+WX4, Sulat Building, Crossing, Masbate City, Masbate, Masbate City"
MOTORBELLE,MASINAG,MM032,"121.1766868, 14.6221413","J4FF+XC3, Marikina-Infanta Hwy, Antipolo, 1870 Rizal"
MOTORBELLE,NAGA,MN034,"123.1977168, 13.6214234","Zone 6 Panganiban Dr, Naga, 4400 Camarines Sur"
MOTORBELLE,ALFONSO,MN035,"120.876934, 14.095404","LUKSUHIN IBABA, ALFONSO, CAVITE"
MOTORBELLE,NOVALICHES,MN036,"121.0664171, 14.7357078","188B, Quirino Highway, New Haven Village, Novaliches, Quezon City, 1100 Metro Manila"
MOTORBELLE,"NAGA CEBU",MN065,"123.7403594, 10.1894375","5PQR+Q4H, South National Road Purok Chicos I, City of Naga, Cebu"
MOTORBELLE,PANABO,MP037,"125.68429894594297, 7.301474972680356","ROPALI MOTORCYCLE Door 4&5 Gen Santos New Castle Development Corp., Quezon St., Sto Niño, Panabo City, Davao del Norte"
MOTORBELLE,PARDO,MP038,"123.8519652, 10.2763479","Tolentino Bldg, Natalio B. Bacalso Ave, Bulacao Pardo, Cebu City, 6000 Cebu"
MOTORBELLE,PASIG,MP039,"121.0850586, 14.5578019","Gripal Rice Dealer, PDC Building, Caruncho Ave, Pasig"
MOTORBELLE,"PUERTO PRINCESA",MP040,"118.7479572, 9.757546","4 F. Ponce de Leon Rd, Barangay San Pedro, Puerto Princesa, 5300 Palawan"
MOTORBELLE,PASSI,MP058,"122.6513594, 11.1182875","4M92+8G9, Brgy, Passi City, Iloilo"
MOTORBELLE,PINAMALAYAN,MP070,"121.4645392, 13.0458654","Pinamalayan, Oriental Mindoro"
MOTORBELLE,ROMBLON,MR041,"121.9836719, 12.4022875","CX2M+WF7 EGE buiding street, Odiongan, Romblon"
MOTORBELLE,"ROXAS CITY",MR042,"122.7563488, 11.5788723","HQJ4+3GX, San Roque Ext, Roxas City, Capiz"
MOTORBELLE,"ROXAS MINDORO",MR043,"121.5114626, 12.5910532","Macs Building Morente St., Sta Fe, Bagumbayan, Roxas, 5212 Oriental Mindoro"
MOTORBELLE,SABLAYAN,MS044,"120.780069185613, 12.84378625","P. URIETA ST., COR. LONTOC ST., BUENAVISTA, SABLAYAN, OCCIDENTAL MINDORO"
MOTORBELLE,"SAN JOSE",MS045,"121.0751023, 12.3361943","83X8+R39, Felix Y. Manalo Ave, San Jose, Occidental Mindoro"
MOTORBELLE,"SAN JUAN",MS046,"121.0244165, 14.6038639","J23F+HQH, 88 F. Blumentritt, San Juan, 1500 Metro Manila"
MOTORBELLE,"SAN PABLO",MS047,"121.126509, 14.2679056","Don Francisco M. Tamgana Bldg, Manila S Rd, Balibago, Santa Rosa, 4026 Laguna"
MOTORBELLE,SILANG,MS049,"120.9735704, 14.2245743","6XCF+7C3, M.H. Del Pilar, Silang, Cavite"
MOTORBELLE,SORSOGON,MS050,"124.0147464, 12.9927095","26 Asian Highway, Sorsogon City, Sorsogon"
MOTORBELLE,"STA. ROSA",MS051,"121.126509, 14.2679056","Don Francisco M. Tamgana Bldg, Manila S Rd, Balibago, Santa Rosa, 4026 Laguna"
MOTORBELLE,SUCAT,MS052,"121.0182834, 14.4651519","8342, 1720 Dr Arcadio Santos Ave, San Isidro, Parañaque, 1700 Metro Manila"
MOTORBELLE,TABACO,MT053,"123.7366818, 13.3312556","9P8G+68V, Legazpi City - Tiwi Coastal Rd, Tabaco City, Albay"
MOTORBELLE,TAGBILARAN,MT054,"123.8532463, 9.6565706","SAN JOSE SQUARE BLDG. AIRPOR ROAD, COGON, DIST. TAGBILARAN CITY, BOHOL"
MOTORBELLE,TAGUM,MT055,"125.7979947, 7.4779255","Stall 1 & 2 Pereyas Bldg. La Filipina Road, Tagum"
MOTORBELLE,"TANDANG SORA",MT056,"121.069749, 14.663785","G/F Unit 1-3, Lourdes Arcade, Matandang Balara, Quezon City, Metro Manila"
MOTORBELLE,TAGAYTAY,MT059,"120.9621165, 14.115286","KM 55, Tagaytay, Cavite"
MOTORBELLE,VALENCIA,MV062,"125.0917981, 7.9024708","P-13A SAYRE HIGHWAY, HAGKOL, VALENCIA CITY, BUKIDNON"
ROPALI,ABRA,RA002,"120.6158656, 17.5974042","HJV9+XG5, Taft Ave, Bangued, 2800 Abra"
ROPALI,ABULUG,RA003,"121.4135469, 18.3465875","8CW7+JCM, Abulug, Cagayan"
ROPALI,AGOO,RA004,"120.3687344, 16.3153125","8989+4FH, Agoo, La Union"
ROPALI,ALAMINOS,RA005,"119.9711627, 16.1448457","PALAMIS, ALAMINOS CITY, PANGASINAN"
ROPALI,ALICIA,RA006,"121.69754633577548, 16.78268047251992","QMHX+8Q3, Ropali Building, Laurel Street, Magsaysay, Alicia City, Isabela, Alicia"
ROPALI,"ALINGOG CENTER",RA007,"121.77403, 16.9336133","ROPALI CORP. ALINGOG CENTER, DON JOSE, CANCILLER AVENUE, DISTRICT 1, CAUAYAN CITY, ISABELA"
ROPALI,ANGELES,RA008,"120.593193, 15.149986","1271 MacArthur Hwy, Angeles, Pampanga"
ROPALI,APARRI,RA009,"121.6417031, 18.3482375","8JXR+7MW Liberto Building, Aparri, Cagayan"
ROPALI,BALANGA,RB010,"120.5334243, 14.6766032","90 CAPITOL DRIVE, BALANGA CITY, BATAAN"
ROPALI,BALER,RB011,"121.5701719, 15.7347625","PHMC+W33, National Highway, Suklayin, Baler, Aurora, Baler"
ROPALI,BALIUAG,RB012,"120.8991433, 14.9586974","BS AQUINO AVENUE, BAGONG NAYON, BALIUAG, BULACAN"
ROPALI,BAMBANG,RB013,"121.1076094, 16.3813125","94J5+G2H, Conchita Eleanor Building, Homested, Bambang, Nueva Vizcaya, Bambang"
ROPALI,BATAC,RB014,"120.560289, 18.0566558","BRGY. 7, CAUNAYAN, BATAC CITY, ILOCOS NORTE"
ROPALI,CABANATUAN,RC015,"120.9505223, 15.4726509","FXC4+44M, M. De Leon Avenue, Cabanatuan City, Nueva Ecija"
ROPALI,CABARROGUIS,RC016,"121.5256094, 16.5175875","GG9G+26Q, National Highway, Gundaway, Cabarroguis, Quirino, Cabarroguis"
ROPALI,CAMILING,RC017,"120.4256805, 15.6899991","CAAMILINGAN SUR, CAMILING, TARLAC"
ROPALI,CANDON,RC018,"120.46314, 17.18117","5CPW+599, Manila North Road, San Nicolas, Candon, 2710 Ilocos Sur"
ROPALI,CARMEN,RC019,"120.5994192, 15.8821149","CARMEN, ROSALES, PANGASINAN"
ROPALI,DAGUPAN,RD021,"120.3499844, 16.0302375","28JX+3XX Ropali Motorcycles, Dagupan, 2400 Pangasinan"
ROPALI,DINALUPIHAN,RD022,"120.4545801, 14.8780629","01 Burgos Street, Dinalupihan, Bataan"
ROPALI,GAPAN,RG023,"120.9488605, 15.2919869","STO. NIÑO, MAHARLIKA HIGHWAY, GAPAN CITY, NUEVA ECIJA"
ROPALI,GONZAGA,RG024,"122.1064668, 18.2414828","222 Adduru St, Gonzaga, Cagayan"
ROPALI,GUIMBA,RG025,"120.7632208, 15.6595807","MQ58+RC4, Afan Salvador St, Guimba, Nueva Ecija"
ROPALI,GUIGUINTO,RG059,"120.8601406, 14.8438875","RVV6+H32, Guiguinto, Bulacan"
ROPALI,"HEAD OFFICE",RH001,"121.0603103, 14.5787072","H3H5+3PM, Escriva Dr, San Antonio, Pasig, Metro Manila"
ROPALI,ILAGAN,RI027,"123.9881642, 12.6679167","4WRC+W93, Maharlika Highway, Baligatan, Ilagan, 3300 Isabela"
ROPALI,LALLO,RL028,"121.8790306, 18.1576715","62 National Highway, Lal-lo"
ROPALI,LAOAG,RL029,"120.5958994, 18.1955578","5HXR+3J9, General Antonio Luna, Laoag City, 2900 Ilocos Norte"
ROPALI,LINGAYEN,RL030,"120.2333099, 16.0218731","43 AVENIDA, RIZAL EAST, LINGAYEN, PANGASINAN"
ROPALI,MABALACAT,RM031,"120.58854, 15.17289","Blk. 1 Lot 7&8, MacArthur Hwy, Dau, Mabalacat, Pampanga"
ROPALI,MALASIQUI,RM032,"120.4179307, 15.917599","WC88+W28, Gen. Emilio Aguinaldo St, Malasiqui, Pangasinan"
ROPALI,MALOLOS,RM033,"120.8050781, 14.8651375","VR84+324, Malolos, Bulacan"
ROPALI,OLONGAPO,RO034,"120.280982, 14.8285582","330 Rizal Ave, Corner E 3rd St, Olongapo, 2200 Zambales"
ROPALI,PANIQUI,RP035,"120.5828309, 15.6703727","MHCM+9GH Benito Huan Bldg, M.H. Del Pilar St, Paniqui, Tarlac"
ROPALI,PRENZA,RP036,"121.7634892, 16.9254513","WQF7+H8W, Prenza National Highway, Cauayan City, Isabela"
ROPALI,PULILAN,RP037,"120.8695321, 14.9073879","Doña Remedios Trinidad Hwy, Pulilan, 3005 Bulacan"
ROPALI,RIZAL,RR038,"121.1038311, 15.7104643","P463+2G9, Aglipay St, Rizal, Nueva Ecija"
ROPALI,ROXAS,RR039,"121.6335156, 17.1114625","4J6M+HCJ, National Highway Bantug, Roxas, Isabela"
ROPALI,"SAN CARLOS",RS040,"120.3454804, 15.9391643","Rizal Avenue, San Carlos City, Pangasinan"
ROPALI,"SAN FERNANDO LA UNION",RS041,"120.31904248299614, 16.62425515488669","SAS HERITAGE PLAZA SONGCUAN"
ROPALI,"SAN FERNANDO PAMPANGA",RS042,"120.68265202474247, 15.037251941652896","RNL COM'L BLDG LOT 7, MC ARTHUR HIGHWAY, BRGY. DOLORES, CITY OF SAN FERNANDO, PAMPANGA"
ROPALI,"SAN JOSE",RS043,"120.9982038, 15.7778326","QXRR+F57, Bonifacio St, San Jose City, Nueva Ecija"
ROPALI,"SAN JOSE DEL MONTE",RS044,"121.0550469, 14.8541875","V334+M2F, Dr. Eduardo V. Roquero Sr. Avenue, Sta Cruz, Sapang Palay, 3024 Bulakan"
ROPALI,SANTIAGO,RS046,"121.5445308, 16.6901468","SUAREZ BLDG. ALFONSO ST. DUBINAN EAST SANTIAGO CITY, ISABELA"
ROPALI,SOLANO,RS047,"121.1824925, 16.5271332","A Benigno Aquino, National Highway, Solano, Nueva Vizcaya"
ROPALI,"STA. CRUZ",RS048,"119.9096094, 15.7676125","QW95+2RX, Poblacion South, Santa Cruz, Zambales, Santa Cruz"
ROPALI,"STA. MARIA",RS049,"120.9523606, 14.8159405","A & E Bldg., A AND E BUILDING GOVERNOR F, 2 Gov Fortunato Halili Ave, Santa Maria, 3022 Bulacan"
ROPALI,"STA. ROSA",RS050,"120.9380795, 15.4243496","PUNZAL BLDG. BRGY. COJUANCO, STA. ROSA, NUEVA ECIJA"
ROPALI,TARLAC,RT051,"120.582201, 15.484444","FHQP+4R5, Ninoy Aquino Blvd, Brgy. Cut-cut 1st, Tarlac City, 2300 Tarlac"
ROPALI,TAYUG,RT052,"120.7462031, 16.0251125","2PGW+2FW, De Guzman Building, Bonifacio Street, Poblacion B, Tayug, Pangasinan, Tayug"
ROPALI,TUGUEGARAO,RT053,"121.7158832, 17.6248638","5 Diversion Road, Tuguegarao, Cagayan"
ROPALI,TUMAUINI,RT054,"121.8148281, 17.2729375","7RF7+5WG, Padron Building, San Pedro, Tumauini, Isabela"
ROPALI,URDANETA,RU055,"120.5721141, 15.9833945","Donal Building, MacArthur Hwy, EAST, Urdaneta, Pangasinan"
ROPALI,VIGAN,RV056,"120.447285, 17.5983228","NATIONAL HIGHWAY, ZONE IV, BANTAY, ILOCOS SUR"
ROPALI,ZARAGOZA,RZ057,"120.7972111, 15.4488583","CRX2+JHP, Santa Rosa - Tarlac Rd, Zaragoza, Nueva Ecija"
MOTOROBEE,CUYAPO,TC002,"120.6847595, 15.7801157","BRGY. CURVA, CUYAPO, NUEVA ECIJA"
MOTOROBEE,GOA,TG003,"123.5580667, 13.5331225","RIZAL ST. BAGUMBAYAN PEQUEÑO, GOA, CAMARINES SUR"
MOTOROBEE,"HEAD OFFICE",TH001,"121.0603103, 14.5787072","H3H5+3PM, Escriva Dr, San Antonio, Pasig, Metro Manila"
MOTOROBEE,SANTIAGO,TS004,"121.5440696, 16.6892371","CMJ BLDG., CITY ROAD DUBINAN EAST, SANTIAGO CITY, ISABELA"
MOTOROBEE,"SAN MATEO",TS005,"121.5940773, 16.8767261","NATIONAL HIGHWAY, SAN MATEO, ISABELA"
MOTOROBEE,"STA. MARIA",TS006,"120.9517779, 14.8131505","A&E 2 BUILDING 2, GOV F. HALILI AVENUE, BAGBAGUIN, STA. MARIA, BULACAN"
MOTOROBEE,TABACO,TT007,"123.645139, 13.3240963","Tabaco City, Albay"
ROPALI,"BAGGAO, CAGAYAN",RB064,"121.8681094, 17.8913375","VVR9+G6Q, Baggao, Cagayan"
ROPALI,"BAYAMBANG, PANGASINAN",RB065,"120.4571408, 15.804292","RF54+2GG, Quezon Blvd, Bayambang, 2423 Pangasinan"
ROPALI,CORDON,RC061,"121.4690781, 16.6747625","MFF9+WJ4 Brgy Quezon, National Highway, Cordon, Isabela"
ROPALI,MANGATAREM,RM063,"120.3826765, 15.7014851","Q8M2+V25, Ground Flr Royal Palm Center, Romulo Hwy, Brgy, Mangatarem, Pangasinan"
ROPALI,"STA. ANA",RS059,"122.13973700514867, 18.460763323415975","3514 Dugo - San Vicente Rd, Santa Ana, Cagayan"
ROPALI,TALAVERA,RT060,"120.9198281, 15.5908875","HWR9+9W4, Esguerra, Talavera, Nueva Ecija"
MOTORBELLE,DAET,MD071,"122.95536, 14.1161762","4WFR+MXM, Vinzons Ave, Daet, 4600 Camarines Norte"
MOTORBELLE,"NAGA CLASSICS",MN072,"123.21497265475791, 13.622089470666479","J6C7+QXR, Naga, Camarines Sur"
ROPALI,"ROPALI PLAZA",RR068,"121.0603103, 14.5787072","H3H5+3PM, Escriva Dr, San Antonio, Pasig, Metro Manila"
ROPALI,"FAMILY BUSINESS COUNCIL",RF067,"121.0603103, 14.5787072","H3H5+3PM, Escriva Dr, San Antonio, Pasig, Metro Manila"
MOTORBELLE,"FAMILY BUSINESS COUNCIL",MF073,NULL,NULL
MOTORALI,"FAMILY BUSINESS COUNCIL",HF016,NULL,NULL
MOTOROBEE,"FAMILY BUSINESS COUNCIL",TF009,NULL,
MOTORBELLE,LIBMANAN,ML074,"123.0619277, 13.6953348","J28Q+HRJ, Libmanan, Camarines Sur"
ROPALI,"PULILAN WAREHOUSE",RP066,"120.8695321, 14.9073879","Doña Remedios Trinidad Hwy, Pulilan, 3005 Bulacan"
ROPALI,"ALINGOG BUILDING",RA070,"121.774024, 16.933607","WQMF+CJR, Alingog Center, Rizal corner Canciller Avenue, Cauayan City, Isabela"
NULL,NULL,NULL,,NULL
MOTORBELLE,CORDOVA,MC078,"123.96335945327915, 10.2649736606399","6017 M.L. Quezon National Highwa"
MOTORBELLE,RODRIGUEZ,MR076,"121.1539258272844, 14.735788596260937","San Rafael, Rodriguez, Rizal"
ROPALI,"GEN TRIAS",RG070,"120.914366, 14.319104","San Francisco, General Trias, Cavite"
MOTORBELLE,MATNOG,MM077,"124.07956923939534, 12.592238786236958","H3RH+QRR, Matnog, Sorsogon"
ROPALI,BAGUIO,RB067,"120.5760357550664, 16.389567644625334 ","9HQG+P93 Suello Village"
MOTORBELLE,"CEBU CLASSICS",MC079,"123.89906196739254, 10.330075153349462","1 Salinas Dr, Cebu City, 6000 Cebu"
MOTORBELLE,"TALISAY CEBU",MT082,"123.82190300109427,10.25826205049354","8V2F+XQ Talisay, Cebu"
ROPALI,REALTY,RR071,NULL,NULL
MOTORBELLE,"MBC LIPA",ML080,"121.16660188883247, 13.943131303331866","W5V8+6J Lipa, Batangas"
MOTORBELLE,"SAN MATEO RIZAL",MS081,"121.11493569445187, 14.682186463423873","28 B General Luna Street Banaba, San Mateo, 1850 Rizal"
ROPALI,BALIWAG,RB072,"120.88505858802544, 14.963810235993506","WVXM+HF3 1Rotary Trading Corporation - Baliuag Branch, Doña Remedios Trinidad Hwy, Pinagbarilan, Baliwag, Bulacan"
ROPALI,LUBAO,RL073,"120.67831825383497, 15.035656385450677","STA CRUZ LUBAO PAMPANGA"
MOTORBELLE,"MBC KALIBO",MK083,"122.36374906423414, 11.712641184082269","YASUL BLDG. 106 ROXAS AVE. COR. LASERNA ST.POBLACION KALIBO, AKLAN"
DEALER,"AAA KLASSIC MOTORS CORPORATION",DR001,"120.96590098176017, 14.432582474307022","Unit A Altrove BLDG, Bacoor BLVD, BRGY Bayanan, bacoor city cavite"
DEALER,"244 MOTORS CORPORATIONS",DR002,"120.870106552933, 14.839988347226864","65 Sta Rita, Guiguinto,Bulacan	"
DEALER,"PHOENIX MOTORCYCLES CORPORATION",DR003,"121.0540939799332, 14.62386347482978","Unit 205 saint anthony BLDG, Aurora BLVD, e.rodriguez cubao quezon city 2nd district NCR	"
DEALER,"NEW NEMAR DEVELOPMENT CORPORATION",DR004,"121.16483909885523, 13.94360947555378","2nd Floor, Rufino BLDG, cm recto avenue, lipa city batangas	"
